"","dorm","gender","race","gap_year","international","pre-orientation","sports","first_meet","second_meet","third_meet","fourth-meet","know_street","know_by_name","know_annenberg","satisfied","extra","respondent_id","first_id","second_id","third_id","fourth_id","most_id"
"225","Canaday Hall","Female","Asian / Pacific Islander","No","No","FCU - Fall Clean-Up with Dorm Crew","No","Pre-Orientation, Mutual Friends","Creative/Performing Arts Organization","Dorm","Pre-Orientation","50-100","0-50","0-20","Very Satisfied","It is on the whole a wonderful environment, because everyone wants to know everyone and you meet so many incredible people.  That said, it can sometimes come across as being a tad competitive and disingenuous, but that varies depending on the type of person, of course.  Social clubs and such are generally incredibly toxic, from what I've seen and experienced, and it's rather discomforting to see students try to create even more exclusivity inside an already exclusive institution.  We should be working to move in the other direction, not to further/make true the negative stereotypes about this college.",783,1031,1032,543,690,695
"226","Thayer Hall","Female","Black or African American","No","No","FUP - First-Year Urban Program","No","Pre-Orientation","Pre-Orientation","Visitas","Pre-Orientation","50-100","0-50","0-20","Satisfied","Very cliquey at first but welcoming if you take the time",413,315,663,538,662,1115
"227","Holworthy Hall","Female","White","No","No","FOP - First-Year Outdoor Program","Yes (Varsity)","Athletics","Classes","Athletics","Mutual Friends","100-250","50-100","20-50","Satisfied","I wish there was a stronger school culture in regards to athletics. School spirit.",1309,768,1381,123,677,768
"228","Canaday Hall","Female","White","No","Yes","None","No","Dorm","Classes","Mutual Friends","Dorm","50-100","50-100","20-50","Neutral",NA,940,208,590,121,120,1575
"229","Wigglesworth Hall","Female","Asian / Pacific Islander","No","No","FUP - First-Year Urban Program","No","Pre-Orientation","Visitas","Mutual Friends","Classes, Visitas","100-250","50-100","20-50","Satisfied",NA,274,874,502,1082,1030,502
"230","Wigglesworth Hall","Genderqueer","White","No","No","FUP - First-Year Urban Program","No","Dorm","Mutual Friends","Dorm","Dorm","100-250","50-100","20-50","Very Satisfied",NA,1352,594,1043,604,218,1575
"231","Wigglesworth Hall","Male","Hispanic or Latino","No","No","FOP - First-Year Outdoor Program","No","Social Media","Dorm","Classes","Dorm","500-1000","250-500","20-50","Very Satisfied",NA,218,1043,1352,1331,567,1575
"232","Hollis Hall","Female","White","No","No","FYRE - First-Year Retreat and Experience","No","Dorm, Social Events, Mutual Friends, Academic/Pre-Professional Organization","Dorm, Social Events, Mutual Friends, Academic/Pre-Professional Organization","Dorm, Social Events, Mutual Friends","Classes, Social Events, Mutual Friends, Social Media, Academic/Pre-Professional Organization, QuestBridge organization","100-250","50-100","20-50","Satisfied",NA,1534,1651,1262,1387,888,1011
"233","Mower Hall","Male","Hispanic or Latino","No","No","None","Yes (Club)","Mutual Friends, Social Media","Classes","Visitas, Before coming","Social Events, Mutual Friends, Scholarship","250-500","50-100","50-100","Neutral",NA,1180,1469,227,1221,500,303
"234","Canaday Hall","Female","White","No","No","FAP - First-Year Arts Program","No","friends in high school","Pre-Orientation","Pre-Orientation","Pre-Orientation","50-100","50-100","0-20","Satisfied",NA,177,253,1258,1025,1083,855
"235","Straus Hall","Male","White, Asian / Pacific Islander","Yes","No","FOP - First-Year Outdoor Program","Yes (Varsity)","Dorm","Social Events","Athletics","Dorm","50-100","50-100","0-20","Satisfied",NA,1275,1617,1601,1004,197,1617
"236","Canaday Hall","Female","Asian / Pacific Islander","No","No","None","No","Classes, Social Media","Dorm","Dorm, Social Media","Dorm, Social Media","50-100","0-50","0-20","Dissatisfied","If you don't have time to be in one of the high-time commitment clubs, then it's really hard to make friends. I personally feel super lonely because of my niche interests and my desire to just debate with my peers over various topics.",486,825,975,1137,167,1575
"237","Pennypacker Hall","Female","White, Hispanic or Latino","No","No","FOP - First-Year Outdoor Program","No","Classes, Social Events","Classes, Social Events, Social Media, Academic/Pre-Professional Organization, Visitas","Social Events, Mutual Friends, Academic/Pre-Professional Organization","Social Events, Mutual Friends","50-100","0-50","20-50","Very Satisfied",NA,650,381,1573,1178,614,1336
"238","Apley Court","Male","White, Native American or American Indian","No","No","FOP - First-Year Outdoor Program","No","Dorm","Dorm","Pre-Orientation","Pre-Orientation","100-250","50-100","20-50","Very Dissatisfied","Bruh it sucks",182,757,731,814,570,1604
"239","Pennypacker Hall","Female","Asian / Pacific Islander","No","No","FUP - First-Year Urban Program","No","Live near me","Dorm","Classes","Live near me","250-500","100-250","0-20","Satisfied",NA,1569,1633,1203,791,524,1575
"240","Hollis Hall","Female","Asian / Pacific Islander","No","No","None","No","Dorm","Classes","Dorm","Classes","50-100","50-100","0-20","Dissatisfied",NA,95,44,3,1534,955,1575
"241","Hollis Hall","Female","Asian / Pacific Islander","No","No","FAP - First-Year Arts Program","No","Dorm","Classes","Classes","Pre-Orientation, Mutual Friends, Creative/Performing Arts Organization","100-250","50-100","20-50","Very Satisfied","It's difficult to say who's the most socially connected person because there are some circles that never overlap.",1577,1224,656,1464,1643,587
"242","Greenough Hall","Male","Hispanic or Latino","No","Yes","None","No","Mutual Friends","Social Media","Mutual Friends","Mutual Friends","100-250","50-100","0-20","Very Satisfied",NA,1252,1492,1246,1255,871,1575
"243","Canaday Hall","Female","White","No","No","FUP - First-Year Urban Program","No","Pre-Orientation, Mutual Friends","Pre-Orientation, Mutual Friends, Athletics, Creative/Performing Arts Organization","Pre-Orientation, Mutual Friends, Social Media, Visitas","Social Events, Mutual Friends","250-500","100-250","20-50","Satisfied",NA,457,1611,557,1603,788,1575
"244","Weld Hall","Male","Asian / Pacific Islander","No","No","None","No","Dorm","Dorm","Dorm","Dorm","0-50","0-50","0-20","Neutral",NA,844,998,738,1163,565,158
"245","Hurlbut Hall","Male","Asian / Pacific Islander","Yes","No","FOP - First-Year Outdoor Program","Yes (Club)","Athletics","Visitas","Visitas","Visitas","500-1000","250-500","250-500","Neutral","Wish I had more time for stronger connections",903,67,91,482,606,1011
"246","Thayer Hall","Female","White, Asian / Pacific Islander","No","No","None","Yes (Varsity)","Athletics","Social Media","Classes","Athletics","100-250","100-250","20-50","Very Satisfied",NA,23,631,864,230,605,106
"247","Mower Hall","Female","Asian / Pacific Islander","No","No","FAP - First-Year Arts Program","No","Mutual Friends","Mutual Friends","Dorm","Dorm","100-250","50-100","0-20","Very Satisfied",NA,385,89,1394,513,863,1011
"248","Mower Hall","Female","Asian / Pacific Islander","No","No","FCU - Fall Clean-Up with Dorm Crew","No","From the same town","Previous summer program","Mutual Friends","Pre-Orientation","50-100","50-100","250-500","Satisfied",NA,629,562,1325,1612,880,1575
"249","Hollis Hall","Female","Asian / Pacific Islander","No","No","FYRE - First-Year Retreat and Experience, FCU - Fall Clean-Up with Dorm Crew","Yes (Club)","Visitas, Boardgames","Dorm","Pre-Orientation","Classes","50-100","100-250","20-50","Satisfied",NA,887,9999,9999,9999,9999,9999
"250","Holworthy Hall","Female","White","No","No","FOP - First-Year Outdoor Program","Yes (Varsity)","Athletics","Athletics","Berg","Dorm","500-1000","100-250","50-100","Satisfied",NA,1131,1408,331,1008,1299,1011
"251","Canaday Hall","Male","White","No","No","FOP - First-Year Outdoor Program","No","Pre-Orientation","Pre-Orientation","Dorm","Dorm","100-250","0-50","0-20","Very Satisfied",NA,187,1392,1426,381,1591,1426
"252","Holworthy Hall","Female","White, Native American or American Indian","No","No","FAP - First-Year Arts Program","No","Social Media","Pre-Orientation","Pre-Orientation","Pre-Orientation","100-250","250-500","0-20","Very Satisfied","Pre-Orientation is essential",257,973,708,1292,1251,1575
"253","Holworthy Hall","Female","Arabic or Middle Eastern","No","No","None","No","Religious Organization","Religious Organization","Religious Organization","Religious Organization","50-100","50-100","50-100","Satisfied",NA,782,1354,47,955,1027,103
"254","Weld Hall","Female","White","No","No","None","Yes (Varsity)","Athletics","Athletics","Athletics","Dorm","100-250","50-100","20-50","Very Satisfied",NA,1099,647,152,402,1596,9999
"255","Canaday Hall","Female","Asian / Pacific Islander","No","No","None","No","Visitas","Dorm","Mutual Friends","Visitas","50-100","50-100","100-250","Neutral",NA,902,1092,1190,1568,873,9999
"256","Apley Court","Female","White, Hispanic or Latino, Asian / Pacific Islander","No","No","None","Yes (Varsity)","Dorm","Athletics","Mutual Friends","Athletics","50-100","50-100","20-50","Satisfied","too elitist",848,651,203,525,1443,1512
"257","Canaday Hall","Female","White","No","No","FOP - First-Year Outdoor Program","No","Dorm","Dorm, Creative/Performing Arts Organization","Government/Politics Organization, Visitas","Creative/Performing Arts Organization","250-500","250-500","50-100","Satisfied",NA,1233,1442,1019,908,587,1172
"258","Wigglesworth Hall","Male","White, Hispanic or Latino","No","No","FOP - First-Year Outdoor Program","Yes (Club)","Dorm","High School","Mutual Friends, Creative/Performing Arts Organization","Classes","250-500","100-250","20-50","Satisfied","I feel like it's a little hard to make genuine social connections here because everyone is so busy and many people see connections in a very transactional way.",798,626,1630,1047,1493,322
"259","Grays Hall","Female","Asian / Pacific Islander","No","No","FUP - First-Year Urban Program","No","Dorm, Mutual Friends, Social Media","Mutual Friends, Academic/Pre-Professional Organization","Mutual Friends, Social Media","Dorm, Social Events, Mutual Friends","50-100","50-100","0-20","Satisfied",NA,1103,1570,284,802,473,1570
"260","Canaday Hall","Female","White","No","No","None","Yes (Varsity)","Athletics","Athletics","Dorm","Athletics","50-100","100-250","50-100","Satisfied",NA,1061,1528,548,1526,537,932
"261","Canaday Hall","Female","Black or African American","No","No","None","No","Classes","Dorm, Creative/Performing Arts Organization","Dorm","Classes, Mutual Friends","100-250","50-100","0-20","Satisfied",NA,40,530,1382,1409,1401,1575
"262","Matthews Hall","Female","White","No","No","FOP - First-Year Outdoor Program","No","Mutual Friends, Religious Organization, Visitas","Dorm","Dorm","Classes, Mutual Friends, Religious Organization","50-100","50-100","0-20","Neutral",NA,57,390,851,384,176,1399
"263","Weld Hall","Male","Asian / Pacific Islander","No","No","FUP - First-Year Urban Program","No","Classes, Pre-Orientation","Classes, Social Events, Mutual Friends, Social Media","Classes, Social Events, Mutual Friends","Mutual Friends","250-500","100-250","20-50","Satisfied",NA,1418,1066,1325,1517,446,1575
"264","Straus Hall","Female","White, Hispanic or Latino","No","No","FOP - First-Year Outdoor Program","No","Pre-Orientation","Dorm","Dorm","Dorm","0-50","0-50","0-20","Dissatisfied","I feel llike Harvard is a difficult place to make a ton of friends unless you're already part of a defined group, like a sports team.",1360,35,319,600,530,9999
"265","Canaday Hall","Female","Asian / Pacific Islander","Yes","Yes","FIP - First-Year International Program","No","Dorm","Dorm","Dorm","Classes","0-50","50-100","0-20","Satisfied",NA,53,471,533,1536,505,1575
"266","Mower Hall","Female","White, Black or African American","No","No","FOP - First-Year Outdoor Program","Yes (Varsity)","Classes, Cultural/Racial Organization","High School","High School","Mutual Friends","100-250","100-250","20-50","Satisfied",NA,694,8,916,736,543,636
"267","Lionel Hall","Female","White","No","No","FOP - First-Year Outdoor Program","Yes (Club)","Athletics","Dorm, Pre-Orientation","Mutual Friends","Dorm","100-250","50-100","0-20","Satisfied",NA,1238,1442,1463,34,70,1575
"268","Thayer Hall","Male","White","No","No","None","Yes (Intermural)","Dorm","Classes, Mutual Friends","Creative/Performing Arts Organization","Creative/Performing Arts Organization","100-250","50-100","0-20","Satisfied","I find it difficult to connect with people that you aren't naturally in contact with (in your entryway, in your social group, a cappella group, section, etc.)",186,1047,330,958,1570,1570
"269","Grays Hall","Female","White","No","No","None","Yes (Varsity)","Athletics","Dorm","Dorm","Athletics","100-250","50-100","20-50","Satisfied","Relationships take time! As we progress through our first year those connections get more comfortable.",1193,21,1595,918,1265,21
"270","Canaday Hall","Male","Asian / Pacific Islander","No","No","FAP - First-Year Arts Program","No","Dorm","Classes, Dorm","Mutual Friends, Cultural/Racial Organization","Dorm, Cultural/Racial Organization","250-500","100-250","20-50","Very Satisfied","Harvard's extracurriculars seem to operate more like frats or sororities than clubs at ""normal"" colleges. The comp process, the fact that almost all clubs have social chairs, the big/little sib system, the fact that people often describe certain clubs as their families at Harvard - these phenomena make me think that the extremely driven nature of Harvard students has created a club model that are primarily social clubs with some amount of genuine extracurricular work, varying by club.",141,867,1412,91,1147,1368
"271","Matthews Hall","Male","White","Yes","Yes","FIP - First-Year International Program","Yes (Varsity)","Pre-Orientation","Dorm","Athletics","Pre-Orientation","100-250","50-100","100-250","Very Satisfied","artificially held exclusive",1144,775,397,470,941,438
"272","Thayer Hall","Female","Asian / Pacific Islander","No","No","None","Yes (Varsity)","Athletics","Same Area","Athletics","Athletics","50-100","50-100","20-50","Very Satisfied",NA,631,114,23,1215,605,631
"273","Thayer Hall","Female","Asian / Pacific Islander","No","No","None","No","Social Media","Visitas","Social Media","Classes","100-250","100-250","0-20","Dissatisfied","It can be hard to make friends if you’re not into partying and you don’t study in groups",256,30,792,1010,994,1011
"274","Thayer Hall","Female","White","No","No","None","No","Classes, Creative/Performing Arts Organization","Pre-Orientation","Pre-Orientation, Creative/Performing Arts Organization","Social Events, Creative/Performing Arts Organization","100-250","50-100","500-1000","Neutral",NA,350,1647,632,627,979,1575
"275","Thayer Hall","Female","White","Yes","Yes","FCU - Fall Clean-Up with Dorm Crew","No","Social Events","Social Events","Social Events","Religious Organization","100-250","50-100","20-50","Satisfied",NA,1475,1461,247,797,366,88
"276","Thayer Hall","Male","White, Hispanic or Latino","No","No","None","Yes (Intermural)","Classes","Dorm","Mutual Friends","Classes","0-50","0-50","0-20","Satisfied",NA,373,14,400,1142,293,320
"277","Thayer Hall","Male","Hispanic or Latino","No","No","FOP - First-Year Outdoor Program","Yes (Club)","Classes, Dorm","Club","Classes","Dorm","50-100","0-50","0-20","Dissatisfied","It’s very clique-y",1231,435,268,898,823,823
"278","Straus Hall","Female","Asian / Pacific Islander","No","No","FCU - Fall Clean-Up with Dorm Crew","No","Mutual Friends, Visitas","Pre-Orientation","Mutual Friends","Dorm","100-250","50-100","20-50","Neutral",NA,1422,1517,1325,1418,877,9999
"279","Canaday Hall","Female","Asian / Pacific Islander","No","No","FUP - First-Year Urban Program","No","Classes, Mutual Friends, Visitas","Classes, Dorm, Social Events, Mutual Friends, Social Media","Classes, Dorm, Social Events, Mutual Friends, Academic/Pre-Professional Organization","Pre-Orientation","50-100","50-100","20-50","Satisfied",NA,1217,1620,1304,281,948,1575
"280","Massachusetts Hall","Male","White","No","No","None","Yes (Varsity)","High school","Dorm","Social Events, Mutual Friends, Athletics","Athletics","50-100","100-250","50-100","Neutral",NA,1410,870,808,1208,1490,403
"281","Weld Hall","Female","White, Hispanic or Latino","No","No","None","No","Knew them from High School","Random annenberg interaction","Mutual Friends","Mutual Friends","50-100","50-100","0-20","Neutral",NA,454,1457,18,1294,1234,9999
"282","Holworthy Hall","Female","Hispanic or Latino","No","No","FUP - First-Year Urban Program","No","Annenberg","Pre-Orientation","Mutual Friends","Dorm","100-250","50-100","0-20","Dissatisfied",NA,361,997,1000,691,1301,1575
"283","Mower Hall","Male","White","No","No","None","Yes (Varsity)","Social Events, Mutual Friends, Social Media, Athletics","Social Events, Mutual Friends, Social Media, Athletics","Social Events, Mutual Friends, Social Media, Athletics","Classes, Social Events, Mutual Friends, Social Media, Athletics","100-250","50-100","50-100","Very Satisfied",NA,1386,1531,1497,978,1195,1508
"284","Mower Hall","Male","White","No","No","None","Yes (Varsity)","Social Events, Mutual Friends, Social Media, Athletics","Social Events, Mutual Friends, Social Media, Athletics","Social Events, Mutual Friends, Social Media, Athletics","Classes, Social Events, Mutual Friends, Social Media, Athletics","100-250","50-100","50-100","Very Satisfied",NA,1386,1531,1497,978,1195,1509
"285","Straus Hall","Male","Asian / Pacific Islander","Yes","No","None","No","Visitas","Dorm","Classes","Mutual Friends","250-500","100-250","0-20","Very Satisfied","It's not perfect, but it has many of the same flaws that other college campuses have. In general, there seems to be a stigma against reaching out.",279,1152,1631,836,685,369
"286","Straus Hall","Male","Asian / Pacific Islander","Yes","No","None","No","Visitas","Dorm","Classes","Mutual Friends","250-500","100-250","0-20","Very Satisfied","It's not perfect, but it has many of the same flaws that other college campuses have. In general, there seems to be a stigma against reaching out.",279,1152,1632,836,685,369
"287","Canaday Hall","Male","White","Yes","No","FOP - First-Year Outdoor Program","Yes (Club)","At the gym","Mutual Friends, Religious Organization","Mutual Friends","Dorm","250-500","50-100","20-50","Very Satisfied",NA,1314,1552,777,83,705,688
"288","Wigglesworth Hall","Male","White","No","No","FOP - First-Year Outdoor Program","No","Dorm","Dorm","Pre-Orientation","Dorm","100-250","50-100","20-50","Very Satisfied","Absolutely love it",984,66,331,797,1263,1575
"289","Apley Court","Male","Arabic or Middle Eastern","No","No","FYRE - First-Year Retreat and Experience","No","Visitas","Visitas","Religious Organization","High school","250-500","100-250","20-50","Very Satisfied",NA,1097,1282,1027,1286,965,1011
"290","Canaday Hall","Female","White","No","No","FUP - First-Year Urban Program","No","Pre-Orientation","Pre-Orientation, Mutual Friends","Classes","Pre-Orientation, Public Service Organization","250-500","100-250","20-50","Very Satisfied",NA,557,1138,457,915,788,1575
"291","Canaday Hall","Female","Hispanic or Latino","No","No","FYRE - First-Year Retreat and Experience","No","Dorm","Dorm","Pre-Orientation, Mutual Friends","Dorm","0-50","0-50","20-50","Neutral",NA,1477,8,543,1451,783,783
"292","Grays Hall","Male","White, Hispanic or Latino","No","No","None","Yes (Varsity)","Athletics","Classes","Mutual Friends","Athletics","250-500","100-250","100-250","Very Satisfied",NA,1042,1096,703,985,870,610
"293","Grays Hall","Female","Black or African American","No","No","FUP - First-Year Urban Program","Yes (Intermural)","My sister","Classes","Pre-Orientation","Mutual Friends","250-500","100-250","20-50","Neutral",NA,662,663,1115,413,1469,1115
"294","Thayer Hall","Male","White, Hispanic or Latino","No","Yes","FIP - First-Year International Program","No","Pre-Orientation","Social Media","Mutual Friends","Pre-Orientation","250-500","0-50","0-20","Very Satisfied","I LOVE HARVARD AND MY FRIENDS!!!!!",1246,1492,1252,1255,871,1575
"295","Matthews Hall","Male","White","No","No","FOP - First-Year Outdoor Program","Yes (Intermural)","Social Events","Dorm","Classes","Creative/Performing Arts Organization","250-500","100-250","250-500","Satisfied",NA,1170,180,570,723,580,9999
"296","Canaday Hall","Male","White","No","No","None","Yes (Varsity)","Athletics","Athletics","Athletics","Athletics","50-100","50-100","0-20","Dissatisfied","It is inclusive",1441,10,1358,515,441,1550
"297","Thayer Hall","Male","White","No","No","None","Yes (Varsity)","Classes, Social Events, Mutual Friends, Athletics","Dorm","Social Events, Mutual Friends, Athletics","Social Events, Mutual Friends, Athletics","250-500","100-250","20-50","Very Satisfied","It is extremely prominent for athletes. However, from what I've seen, it is a completely different story for non-athletes and it seems much more difficult to meet people and make friends",199,1550,340,1276,1551,1398
"298","Holworthy Hall","Female","White","No","No","None","Yes (Varsity)","Athletics","Dorm","Athletics","Mutual Friends","50-100","50-100","20-50","Very Satisfied",NA,677,1020,123,404,1309,1020
"299","Holworthy Hall","Female","White, Asian / Pacific Islander","No","No","FOP - First-Year Outdoor Program","No","Dorm","Pre-Orientation","Classes, Visitas, Admitted students reception","Classes, Mutual Friends","100-250","50-100","50-100","Very Satisfied",NA,818,1580,881,215,885,1575
"300","Wigglesworth Hall","Female","Asian / Pacific Islander","No","Yes","FCU - Fall Clean-Up with Dorm Crew","No","Dorm, Pre-Orientation","Cultural/Racial Organization","Classes","Mutual Friends","100-250","50-100","0-20","Very Satisfied",NA,1002,1511,167,1248,285,1570
"301","Grays Hall","Male","White","No","No","FCU - Fall Clean-Up with Dorm Crew","No","Pre-Orientation","Mutual Friends","Dorm","Classes","500-1000","100-250","50-100","Satisfied",NA,744,1588,137,1484,510,695
"302","Weld Hall","Female","Asian / Pacific Islander","No","No","FOP - First-Year Outdoor Program","Yes (Varsity)","Dorm","Dorm","Pre-Orientation","Athletics","250-500","250-500","500-1000","Satisfied","I feel bad for frosh boys",1408,737,1596,1463,1131,1011
"303","Grays Hall","Male","White","Yes","Yes","FIP - First-Year International Program","No","Classes","Dorm","Pre-Orientation","Visitas","100-250","100-250","0-20","Satisfied",NA,178,50,780,491,91,1575
"304","Greenough Hall","Male","Asian / Pacific Islander","No","No","None","No","Dorm","Classes","Classes","Classes","100-250","50-100","0-20","Dissatisfied",NA,1619,953,735,5,1127,99
"305","Hollis Hall","Female","Asian / Pacific Islander","No","No","FOP - First-Year Outdoor Program","No","childhood friends, went to school together","Pre-Orientation","Visitas","Mutual Friends","100-250","100-250","50-100","Satisfied",NA,1517,875,1624,1422,1325,1570
"306","Grays Hall","Female","White","No","No","FOP - First-Year Outdoor Program","No","Mutual Friends","Pre-Orientation","Mutual Friends","Social Events","100-250","50-100","0-20","Satisfied",NA,547,736,541,112,137,736
"307","Canaday Hall","Male","Asian / Pacific Islander","No","No","FAP - First-Year Arts Program","No","Creative/Performing Arts Organization","Pre-Orientation","Pre-Orientation","High school","250-500","100-250","50-100","Satisfied",NA,1025,1258,1083,177,888,1575
"308","Thayer Hall","Male","Hispanic or Latino","No","No","FOP - First-Year Outdoor Program","No","Annenberg","Dorm","Dorm","Dorm","100-250","50-100","20-50","Dissatisfied",NA,1289,148,1153,1504,340,1575
"309","Canaday Hall","Female","White","No","No","None","No","Classes","Mutual Friends","Mutual Friends","Social Events, Cultural/Racial Organization","250-500","100-250","100-250","Very Satisfied",NA,1278,466,551,524,1244,1570
"310","Grays Hall","Male","Asian / Pacific Islander","No","No","FOP - First-Year Outdoor Program","No","Mutual Friends, Visitas","Classes, Mutual Friends, Visitas","Classes","Pre-Orientation","100-250","100-250","50-100","Very Satisfied",NA,1529,72,888,867,791,1418
"311","Canaday Hall","Female","White, Hispanic or Latino","No","Yes","None","No","Dorm","Mutual Friends","Mutual Friends","Mutual Friends","250-500","50-100","20-50","Dissatisfied",NA,205,1267,412,585,608,1300
"312","Weld Hall","Female","Asian / Pacific Islander","No","No","FYRE - First-Year Retreat and Experience","No","Dorm","Knew from high school","Family (cousin)","Friend from high school","0-50","0-50","0-20","Dissatisfied","Is kind of clique-y during freshman year",1189,1598,1425,1087,1432,1172
"313","Weld Hall","Male","Black or African American","No","No","FAP - First-Year Arts Program","No","Social Events, Mutual Friends, Social Media, Cultural/Racial Organization","Social Events, Mutual Friends, Social Media, Cultural/Racial Organization","Dorm, Social Events, Mutual Friends, Social Media, Cultural/Racial Organization","Social Events, Mutual Friends, Social Media, Creative/Performing Arts Organization, Cultural/Racial Organization","100-250","50-100","20-50","Very Satisfied",NA,587,1197,1223,37,1116,1011
"314","Straus Hall","Male","Asian / Pacific Islander","No","No","None","Yes (Club)","Classes, Dorm, Social Events, Mutual Friends, Academic/Pre-Professional Organization","Classes, Dorm, Social Events, Mutual Friends","Cultural/Racial Organization","Social Events","250-500","50-100","20-50","Satisfied",NA,835,509,1631,836,1087,1570
"315","Straus Hall","Male","Asian / Pacific Islander","No","No","None","Yes (Club)","Classes, Dorm, Social Events, Mutual Friends, Academic/Pre-Professional Organization","Classes, Dorm, Social Events, Mutual Friends","Cultural/Racial Organization","Social Events","250-500","50-100","20-50","Satisfied",NA,835,509,1632,836,1087,1570
"316","Weld Hall","Female","Hispanic or Latino, Black or African American","No","No","FCU - Fall Clean-Up with Dorm Crew","No","Classes, Pre-Orientation, Mutual Friends","Classes, Mutual Friends","Classes, Pre-Orientation","Suitemate","100-250","50-100","20-50","Dissatisfied",NA,1297,734,430,702,1564,1348
"317","Pennypacker Hall","Male","White","No","Yes","FOP - First-Year Outdoor Program","Yes (Varsity)","Athletics","Athletics","Athletics","Athletics","100-250","50-100","500-1000","Satisfied",NA,1191,1386,978,1195,1378,42
"318","Weld Hall","Male","White, Arabic or Middle Eastern","No","No","None","Yes (Club)","Dorm","Dorm","Dorm","Dorm","0-50","0-50","0-20","Very Satisfied",NA,82,54,493,748,1545,360
"319","Canaday Hall","Male","Hispanic or Latino","No","No","None","No","Classes, Scholarship Conference","Mutual Friends","Classes, Scholarship Conference","Dorm","100-250","50-100","50-100","Satisfied","It’s dope",59,754,120,1181,1412,1575
"320","Canaday Hall","Male","Hispanic or Latino","No","No","None","No","Classes, Scholarship Conference","Mutual Friends","Classes, Scholarship Conference","Dorm","100-250","50-100","50-100","Satisfied","It’s dope",59,755,120,1181,1412,1575
"321","Weld Hall","Male","White","No","No","FOP - First-Year Outdoor Program","Yes (Club)","Mutual Friends","Mutual Friends","Mutual Friends","Pre-Orientation","100-250","100-250","50-100","Satisfied",NA,1531,1508,1383,1386,1629,1011
"322","Weld Hall","Male","White","No","No","FOP - First-Year Outdoor Program","Yes (Club)","Mutual Friends","Mutual Friends","Mutual Friends","Pre-Orientation","100-250","100-250","50-100","Satisfied",NA,1531,1509,1383,1386,1629,1011
"323","Stoughton Hall","Male","Asian / Pacific Islander","Yes","No","FOP - First-Year Outdoor Program","Yes (Intermural)","Pre-Orientation","Beijing","Social Media","Mutual Friends","100-250","50-100","20-50","Neutral",NA,1336,742,1516,1174,1574,1570
"324","Hurlbut Hall","Male","Asian / Pacific Islander","No","No","FOP - First-Year Outdoor Program","No","Social Events","Classes","Before College","Mutual Friends","500-1000","100-250","0-20","Very Dissatisfied",NA,1368,1041,993,758,900,903
"325","Pennypacker Hall","Male","White","No","No","FCU - Fall Clean-Up with Dorm Crew","No","Dorm","Dorm","Dorm","Mutual Friends","0-50","50-100","50-100","Satisfied",NA,1559,792,464,379,1461,1575
"326","Canaday Hall","Female","White","No","Yes","FOP - First-Year Outdoor Program","No","Mutual Friends","Cultural/Racial Organization","Classes","Academic/Pre-Professional Organization","250-500","50-100","0-20","Very Satisfied",NA,167,1312,1002,1395,66,1575
"327","Canaday Hall","Male","Asian / Pacific Islander","No","Yes","FIP - First-Year International Program","No","Mutual Friends, Social Media, Visitas","Pre-Orientation, Mutual Friends, Social Media, Academic/Pre-Professional Organization, Visitas","Academic/Pre-Professional Organization","Classes","250-500","100-250","250-500","Satisfied",NA,1522,778,221,847,1511,1570
"328","Matthews Hall","Male","Asian / Pacific Islander","No","No","FUP - First-Year Urban Program","Yes (Intermural)","Dorm, Mutual Friends","Classes, Pre-Orientation, Social Events, Mutual Friends","Dorm","Classes","0-50","0-50","0-20","Very Satisfied",NA,1010,828,1611,836,9999,9999
"329","Matthews Hall","Male","White","No","Yes","FIP - First-Year International Program","No","Dorm","Dorm","Classes","Classes","500-1000","100-250","20-50","Satisfied","Unfortunately, despite the best intentions of many organizations to remedy this, friendships at Harvard often seem quite superficial - and I have significant reason to believe I am by no means alone in this sentiment. Friendship is not all about networking, Instagram, or partying - there are genuine connections to be made, and I think this should be emphasized on the campus community first and foremost by a drastic reduction in the transactional attitudes brought to campus by the plethora of Harvard pre-professional organizations but also by increasing the amount of social space available to students besides the party animals amongst us.",615,970,9999,415,1399,1575
"330","Thayer Hall","Male","Asian / Pacific Islander","Yes","Yes","FIP - First-Year International Program","No","Dorm, Pre-Orientation","Pre-Orientation, Social Events, Mutual Friends","Pre-Orientation, Social Events, Mutual Friends","Pre-Orientation, Social Events, Mutual Friends","100-250","0-50","20-50","Neutral",NA,1340,296,1583,726,133,1575
"331","Grays Hall","Female","White, Asian / Pacific Islander","No","No","FOP - First-Year Outdoor Program","Yes (Varsity)","Pre-Orientation","home","Mutual Friends","Classes, Athletics","250-500","100-250","50-100","Very Satisfied","the more things you are a part of, the more you get to know people, so I was lucky to have a great entryway and to find good friends through sports/clubs/etc.",1119,9999,9999,9999,9999,9999
"332","Canaday Hall","Male","Asian / Pacific Islander","No","Yes","FOP - First-Year Outdoor Program","Yes (Club)","Dorm","Dorm","Dorm, Creative/Performing Arts Organization","Classes, Dorm, Mutual Friends","500-1000","250-500","20-50","Satisfied",NA,1019,787,1152,1233,1603,99
"333","Massachusetts Hall","Female","Asian / Pacific Islander","No","No","FCU - Fall Clean-Up with Dorm Crew","No","High School Friend","Dorm","High School Friend","Classes, Mutual Friends","50-100","0-50","0-20","Neutral",NA,1089,1382,689,289,493,1575
