"","id","dorm","gender","race","gap_year","international","pre-orientation","sports","first_id","first_meet","second_id","second_meet","third_id","third_meet","fourth_id","fourth-meet","most_id","know_street","know_by_name","know_annenberg","satisfied","extra"
"216",1311,"Canaday Hall","Male","White","No","No","FOP - First-Year Outdoor Program","Yes (Club)",294,"Pre-Orientation",156,"Mutual Friends",1523,"Pre-Orientation",974,"Pre-Orientation",1575,"100-250","0-50","0-20","Satisfied","Your survey assumed I know 4 people well in the class…."
"217",384,"Matthews Hall","Female","Black or African American","No","No","None","Yes (Varsity)",937,"Mutual Friends, Harvard send-off reception back home",57,"Dorm",851,"Dorm",696,"Visitas",1570,"0-50","50-100","500-1000","Very Satisfied","Love it!"
"218",352,"Mower Hall","Female","White, Hispanic or Latino","No","No","FCU - Fall Clean-Up with Dorm Crew","No",365,"Dorm",1607,"Dorm",489,"Dorm",350,"Creative/Performing Arts Organization",1197,"0-50","0-50","0-20","Neutral","Through my main social organization, Harvard University Band, I am closest too upperclassmen. Therefore I don't feel dissatisfied with my social connections because they're still people who I care deeply for and am very good friends with. They just happen to be non-first years."
"219",1361,"Pennypacker Hall","Female","Hispanic or Latino","No","No","None","No",406,"Dorm",1479,"Visitas",517,"Cultural/Racial Organization",2,"Cultural/Racial Organization",1575,"100-250","50-100","20-50","Satisfied",NA
"220",1280,"Hollis Hall","Female","Black or African American","Yes","Yes","FIP - First-Year International Program, FCU - Fall Clean-Up with Dorm Crew","Yes (Club)",1079,"Pre-Orientation",1445,"Cultural/Racial Organization",1058,"Cultural/Racial Organization",38,"Pre-Orientation",176,"50-100","0-50","20-50","Satisfied","Harvard-planned events meant to help freshmen socialize can feel too forced at times."
"221",164,"Hollis Hall","Female","Black or African American","No","No","None","No",1348,"Social Media, Visitas",1213,"Mutual Friends",1259,"Mutual Friends, Visitas",1197,"Social Media",1575,"0-50","50-100","20-50","Dissatisfied",NA
"222",1228,"Pennypacker Hall","Female","Asian / Pacific Islander","No","No","FUP - First-Year Urban Program","No",108,"Dorm, Social Media, Creative/Performing Arts Organization",822,"Dorm, Public Service Organization",666,"Dorm, Mutual Friends",140,"Classes, Mutual Friends",1575,"100-250","50-100","100-250","Satisfied","It can seem very clique-y at times or it can be hard to connect someone with outside of the context you know a person in."
"223",584,"Matthews Hall","Male","White","No","No","None","Yes (Varsity)",770,"High School",160,"High School",902,"High School",318,"High School",742,"100-250","50-100","20-50","Neutral",NA
"224",1267,"Canaday Hall","Female","Hispanic or Latino","Yes","Yes","None","No",205,"Dorm",1333,"Visitas",442,"Dorm",665,"Visitas",1333,"50-100","0-50","20-50","Very Satisfied",NA
"225",1259,"Pennypacker Hall","Male","Black or African American","No","No","FYRE - First-Year Retreat and Experience, FCU - Fall Clean-Up with Dorm Crew","Yes (Intermural)",1348,"Dorm, Pre-Orientation, Visitas",1213,"Pre-Orientation, Visitas",164,"Cultural/Racial Organization, Visitas",960,"Dorm, Social Events",1487,"250-500","100-250","500-1000","Satisfied","Segregated"
"226",783,"Canaday Hall","Female","Asian / Pacific Islander","No","No","FCU - Fall Clean-Up with Dorm Crew","No",1031,"Pre-Orientation, Mutual Friends",1032,"Creative/Performing Arts Organization",543,"Dorm",690,"Pre-Orientation",695,"50-100","0-50","0-20","Very Satisfied","It is on the whole a wonderful environment, because everyone wants to know everyone and you meet so many incredible people.  That said, it can sometimes come across as being a tad competitive and disingenuous, but that varies depending on the type of person, of course.  Social clubs and such are generally incredibly toxic, from what I've seen and experienced, and it's rather discomforting to see students try to create even more exclusivity inside an already exclusive institution.  We should be working to move in the other direction, not to further/make true the negative stereotypes about this college."
"227",413,"Thayer Hall","Female","Black or African American","No","No","FUP - First-Year Urban Program","No",315,"Pre-Orientation",663,"Pre-Orientation",538,"Visitas",662,"Pre-Orientation",1115,"50-100","0-50","0-20","Satisfied","Very cliquey at first but welcoming if you take the time"
"228",1309,"Holworthy Hall","Female","White","No","No","FOP - First-Year Outdoor Program","Yes (Varsity)",768,"Athletics",1381,"Classes",123,"Athletics",677,"Mutual Friends",768,"100-250","50-100","20-50","Satisfied","I wish there was a stronger school culture in regards to athletics. School spirit."
"229",940,"Canaday Hall","Female","White","No","Yes","None","No",208,"Dorm",590,"Classes",121,"Mutual Friends",120,"Dorm",1575,"50-100","50-100","20-50","Neutral",NA
"230",274,"Wigglesworth Hall","Female","Asian / Pacific Islander","No","No","FUP - First-Year Urban Program","No",874,"Pre-Orientation",502,"Visitas",1082,"Mutual Friends",1030,"Classes, Visitas",502,"100-250","50-100","20-50","Satisfied",NA
"231",1352,"Wigglesworth Hall","Genderqueer","White","No","No","FUP - First-Year Urban Program","No",594,"Dorm",1043,"Mutual Friends",604,"Dorm",218,"Dorm",1575,"100-250","50-100","20-50","Very Satisfied",NA
"232",218,"Wigglesworth Hall","Male","Hispanic or Latino","No","No","FOP - First-Year Outdoor Program","No",1043,"Social Media",1352,"Dorm",1331,"Classes",567,"Dorm",1575,"500-1000","250-500","20-50","Very Satisfied",NA
"233",1534,"Hollis Hall","Female","White","No","No","FYRE - First-Year Retreat and Experience","No",1651,"Dorm, Social Events, Mutual Friends, Academic/Pre-Professional Organization",1262,"Dorm, Social Events, Mutual Friends, Academic/Pre-Professional Organization",1387,"Dorm, Social Events, Mutual Friends",888,"Classes, Social Events, Mutual Friends, Social Media, Academic/Pre-Professional Organization, QuestBridge organization",1011,"100-250","50-100","20-50","Satisfied",NA
"234",1180,"Mower Hall","Male","Hispanic or Latino","No","No","None","Yes (Club)",1469,"Mutual Friends, Social Media",227,"Classes",1221,"Visitas, Before coming",500,"Social Events, Mutual Friends, Scholarship",303,"250-500","50-100","50-100","Neutral",NA
"235",177,"Canaday Hall","Female","White","No","No","FAP - First-Year Arts Program","No",253,"friends in high school",1258,"Pre-Orientation",1025,"Pre-Orientation",1083,"Pre-Orientation",855,"50-100","50-100","0-20","Satisfied",NA
"236",1275,"Straus Hall","Male","White, Asian / Pacific Islander","Yes","No","FOP - First-Year Outdoor Program","Yes (Varsity)",1617,"Dorm",1601,"Social Events",1004,"Athletics",197,"Dorm",1617,"50-100","50-100","0-20","Satisfied",NA
"237",1506,"Canaday Hall","Male","Asian / Pacific Islander","Yes","No","FCU - Fall Clean-Up with Dorm Crew","Yes (Club)",1062,"Dorm",142,"Classes, Government/Politics Organization",237,"Social Events, Mutual Friends, Government/Politics Organization",NA,"Social Events, Mutual Friends",695,"250-500","100-250","20-50","Neutral",NA
"238",486,"Canaday Hall","Female","Asian / Pacific Islander","No","No","None","No",825,"Classes, Social Media",975,"Dorm",1137,"Dorm, Social Media",167,"Dorm, Social Media",1575,"50-100","0-50","0-20","Dissatisfied","If you don't have time to be in one of the high-time commitment clubs, then it's really hard to make friends. I personally feel super lonely because of my niche interests and my desire to just debate with my peers over various topics."
"239",650,"Pennypacker Hall","Female","White, Hispanic or Latino","No","No","FOP - First-Year Outdoor Program","No",381,"Classes, Social Events",1573,"Classes, Social Events, Social Media, Academic/Pre-Professional Organization, Visitas",1178,"Social Events, Mutual Friends, Academic/Pre-Professional Organization",614,"Social Events, Mutual Friends",1336,"50-100","0-50","20-50","Very Satisfied",NA
"240",182,"Apley Court","Male","White, Native American or American Indian","No","No","FOP - First-Year Outdoor Program","No",757,"Dorm",731,"Dorm",814,"Pre-Orientation",570,"Pre-Orientation",1604,"100-250","50-100","20-50","Very Dissatisfied","Bruh it sucks"
"241",1569,"Pennypacker Hall","Female","Asian / Pacific Islander","No","No","FUP - First-Year Urban Program","No",1633,"Live near me",1203,"Dorm",791,"Classes",524,"Live near me",1575,"250-500","100-250","0-20","Satisfied",NA
"242",95,"Hollis Hall","Female","Asian / Pacific Islander","No","No","None","No",44,"Dorm",3,"Classes",1534,"Dorm",955,"Classes",1575,"50-100","50-100","0-20","Dissatisfied",NA
"243",1577,"Hollis Hall","Female","Asian / Pacific Islander","No","No","FAP - First-Year Arts Program","No",1224,"Dorm",656,"Classes",1464,"Classes",1643,"Pre-Orientation, Mutual Friends, Creative/Performing Arts Organization",587,"100-250","50-100","20-50","Very Satisfied","It's difficult to say who's the most socially connected person because there are some circles that never overlap."
"244",1252,"Greenough Hall","Male","Hispanic or Latino","No","Yes","None","No",1492,"Mutual Friends",1246,"Social Media",1255,"Mutual Friends",871,"Mutual Friends",1575,"100-250","50-100","0-20","Very Satisfied",NA
"245",457,"Canaday Hall","Female","White","No","No","FUP - First-Year Urban Program","No",1611,"Pre-Orientation, Mutual Friends",557,"Pre-Orientation, Mutual Friends, Athletics, Creative/Performing Arts Organization",1603,"Pre-Orientation, Mutual Friends, Social Media, Visitas",788,"Social Events, Mutual Friends",1575,"250-500","100-250","20-50","Satisfied",NA
"246",844,"Weld Hall","Male","Asian / Pacific Islander","No","No","None","No",998,"Dorm",738,"Dorm",1163,"Dorm",565,"Dorm",158,"0-50","0-50","0-20","Neutral",NA
"247",903,"Hurlbut Hall","Male","Asian / Pacific Islander","Yes","No","FOP - First-Year Outdoor Program","Yes (Club)",67,"Athletics",91,"Visitas",482,"Visitas",606,"Visitas",1011,"500-1000","250-500","250-500","Neutral","Wish I had more time for stronger connections"
"248",23,"Thayer Hall","Female","White, Asian / Pacific Islander","No","No","None","Yes (Varsity)",631,"Athletics",864,"Social Media",230,"Classes",605,"Athletics",106,"100-250","100-250","20-50","Very Satisfied",NA
"249",385,"Mower Hall","Female","Asian / Pacific Islander","No","No","FAP - First-Year Arts Program","No",89,"Mutual Friends",1394,"Mutual Friends",513,"Dorm",863,"Dorm",1011,"100-250","50-100","0-20","Very Satisfied",NA
"250",629,"Mower Hall","Female","Asian / Pacific Islander","No","No","FCU - Fall Clean-Up with Dorm Crew","No",562,"From the same town",1325,"Previous summer program",1612,"Mutual Friends",880,"Pre-Orientation",1575,"50-100","50-100","250-500","Satisfied",NA
"251",887,"Hollis Hall","Female","Asian / Pacific Islander","No","No","FYRE - First-Year Retreat and Experience, FCU - Fall Clean-Up with Dorm Crew","Yes (Club)",1654,"Visitas, Boardgames",1654,"Dorm",1654,"Pre-Orientation",1654,"Classes",1654,"50-100","100-250","20-50","Satisfied",NA
"252",1131,"Holworthy Hall","Female","White","No","No","FOP - First-Year Outdoor Program","Yes (Varsity)",1408,"Athletics",331,"Athletics",1008,"Berg",1299,"Dorm",1011,"500-1000","100-250","50-100","Satisfied",NA
"253",187,"Canaday Hall","Male","White","No","No","FOP - First-Year Outdoor Program","No",1392,"Pre-Orientation",1426,"Pre-Orientation",381,"Dorm",1591,"Dorm",1426,"100-250","0-50","0-20","Very Satisfied",NA
"254",257,"Holworthy Hall","Female","White, Native American or American Indian","No","No","FAP - First-Year Arts Program","No",973,"Social Media",708,"Pre-Orientation",1292,"Pre-Orientation",1251,"Pre-Orientation",1575,"100-250","250-500","0-20","Very Satisfied","Pre-Orientation is essential"
"255",782,"Holworthy Hall","Female","Arabic or Middle Eastern","No","No","None","No",1354,"Religious Organization",47,"Religious Organization",955,"Religious Organization",1027,"Religious Organization",103,"50-100","50-100","50-100","Satisfied",NA
"256",1099,"Weld Hall","Female","White","No","No","None","Yes (Varsity)",647,"Athletics",152,"Athletics",402,"Athletics",1596,"Dorm",1654,"100-250","50-100","20-50","Very Satisfied",NA
"257",902,"Canaday Hall","Female","Asian / Pacific Islander","No","No","None","No",1092,"Visitas",1190,"Dorm",1568,"Mutual Friends",873,"Visitas",1654,"50-100","50-100","100-250","Neutral",NA
"258",848,"Apley Court","Female","White, Hispanic or Latino, Asian / Pacific Islander","No","No","None","Yes (Varsity)",651,"Dorm",203,"Athletics",525,"Mutual Friends",1443,"Athletics",1512,"50-100","50-100","20-50","Satisfied","too elitist"
"259",1233,"Canaday Hall","Female","White","No","No","FOP - First-Year Outdoor Program","No",1442,"Dorm",1019,"Dorm, Creative/Performing Arts Organization",908,"Government/Politics Organization, Visitas",587,"Creative/Performing Arts Organization",1172,"250-500","250-500","50-100","Satisfied",NA
"260",798,"Wigglesworth Hall","Male","White, Hispanic or Latino","No","No","FOP - First-Year Outdoor Program","Yes (Club)",626,"Dorm",1630,"High School",1047,"Mutual Friends, Creative/Performing Arts Organization",1493,"Classes",322,"250-500","100-250","20-50","Satisfied","I feel like it's a little hard to make genuine social connections here because everyone is so busy and many people see connections in a very transactional way."
"261",1103,"Grays Hall","Female","Asian / Pacific Islander","No","No","FUP - First-Year Urban Program","No",1570,"Dorm, Mutual Friends, Social Media",284,"Mutual Friends, Academic/Pre-Professional Organization",802,"Mutual Friends, Social Media",473,"Dorm, Social Events, Mutual Friends",1570,"50-100","50-100","0-20","Satisfied",NA
"262",1061,"Canaday Hall","Female","White","No","No","None","Yes (Varsity)",1528,"Athletics",548,"Athletics",1526,"Dorm",537,"Athletics",932,"50-100","100-250","50-100","Satisfied",NA
"263",40,"Canaday Hall","Female","Black or African American","No","No","None","No",530,"Classes",1382,"Dorm, Creative/Performing Arts Organization",1409,"Dorm",1401,"Classes, Mutual Friends",1575,"100-250","50-100","0-20","Satisfied",NA
"264",57,"Matthews Hall","Female","White","No","No","FOP - First-Year Outdoor Program","No",390,"Mutual Friends, Religious Organization, Visitas",851,"Dorm",384,"Dorm",176,"Classes, Mutual Friends, Religious Organization",1399,"50-100","50-100","0-20","Neutral",NA
"265",1418,"Weld Hall","Male","Asian / Pacific Islander","No","No","FUP - First-Year Urban Program","No",1066,"Classes, Pre-Orientation",1325,"Classes, Social Events, Mutual Friends, Social Media",1517,"Classes, Social Events, Mutual Friends",446,"Mutual Friends",1575,"250-500","100-250","20-50","Satisfied",NA
"266",1360,"Straus Hall","Female","White, Hispanic or Latino","No","No","FOP - First-Year Outdoor Program","No",35,"Pre-Orientation",319,"Dorm",600,"Dorm",530,"Dorm",1654,"0-50","0-50","0-20","Dissatisfied","I feel llike Harvard is a difficult place to make a ton of friends unless you're already part of a defined group, like a sports team."
"267",53,"Canaday Hall","Female","Asian / Pacific Islander","Yes","Yes","FIP - First-Year International Program","No",471,"Dorm",533,"Dorm",1536,"Dorm",505,"Classes",1575,"0-50","50-100","0-20","Satisfied",NA
"268",694,"Mower Hall","Female","White, Black or African American","No","No","FOP - First-Year Outdoor Program","Yes (Varsity)",8,"Classes, Cultural/Racial Organization",916,"High School",736,"High School",543,"Mutual Friends",636,"100-250","100-250","20-50","Satisfied",NA
"269",1238,"Lionel Hall","Female","White","No","No","FOP - First-Year Outdoor Program","Yes (Club)",1442,"Athletics",1463,"Dorm, Pre-Orientation",34,"Mutual Friends",70,"Dorm",1575,"100-250","50-100","0-20","Satisfied",NA
"270",186,"Thayer Hall","Male","White","No","No","None","Yes (Intermural)",1047,"Dorm",330,"Classes, Mutual Friends",958,"Creative/Performing Arts Organization",1570,"Creative/Performing Arts Organization",1570,"100-250","50-100","0-20","Satisfied","I find it difficult to connect with people that you aren't naturally in contact with (in your entryway, in your social group, a cappella group, section, etc.)"
"271",1193,"Grays Hall","Female","White","No","No","None","Yes (Varsity)",21,"Athletics",1595,"Dorm",918,"Dorm",1265,"Athletics",21,"100-250","50-100","20-50","Satisfied","Relationships take time! As we progress through our first year those connections get more comfortable."
"272",141,"Canaday Hall","Male","Asian / Pacific Islander","No","No","FAP - First-Year Arts Program","No",867,"Dorm",1412,"Classes, Dorm",91,"Mutual Friends, Cultural/Racial Organization",1147,"Dorm, Cultural/Racial Organization",1368,"250-500","100-250","20-50","Very Satisfied","Harvard's extracurriculars seem to operate more like frats or sororities than clubs at ""normal"" colleges. The comp process, the fact that almost all clubs have social chairs, the big/little sib system, the fact that people often describe certain clubs as their families at Harvard - these phenomena make me think that the extremely driven nature of Harvard students has created a club model that are primarily social clubs with some amount of genuine extracurricular work, varying by club."
"273",1144,"Matthews Hall","Male","White","Yes","Yes","FIP - First-Year International Program","Yes (Varsity)",775,"Pre-Orientation",397,"Dorm",470,"Athletics",941,"Pre-Orientation",438,"100-250","50-100","100-250","Very Satisfied","artificially held exclusive"
"274",631,"Thayer Hall","Female","Asian / Pacific Islander","No","No","None","Yes (Varsity)",114,"Athletics",23,"Same Area",1215,"Athletics",605,"Athletics",631,"50-100","50-100","20-50","Very Satisfied",NA
"275",256,"Thayer Hall","Female","Asian / Pacific Islander","No","No","None","No",30,"Social Media",792,"Visitas",1010,"Social Media",994,"Classes",1011,"100-250","100-250","0-20","Dissatisfied","It can be hard to make friends if you’re not into partying and you don’t study in groups"
"276",350,"Thayer Hall","Female","White","No","No","None","No",1647,"Classes, Creative/Performing Arts Organization",632,"Pre-Orientation",627,"Pre-Orientation, Creative/Performing Arts Organization",979,"Social Events, Creative/Performing Arts Organization",1575,"100-250","50-100","500-1000","Neutral",NA
"277",1475,"Thayer Hall","Female","White","Yes","Yes","FCU - Fall Clean-Up with Dorm Crew","No",1461,"Social Events",247,"Social Events",797,"Social Events",366,"Religious Organization",88,"100-250","50-100","20-50","Satisfied",NA
"278",373,"Thayer Hall","Male","White, Hispanic or Latino","No","No","None","Yes (Intermural)",14,"Classes",400,"Dorm",1142,"Mutual Friends",293,"Classes",320,"0-50","0-50","0-20","Satisfied",NA
"279",1231,"Thayer Hall","Male","Hispanic or Latino","No","No","FOP - First-Year Outdoor Program","Yes (Club)",435,"Classes, Dorm",268,"Club",898,"Classes",823,"Dorm",823,"50-100","0-50","0-20","Dissatisfied","It’s very clique-y"
"280",1422,"Straus Hall","Female","Asian / Pacific Islander","No","No","FCU - Fall Clean-Up with Dorm Crew","No",1517,"Mutual Friends, Visitas",1325,"Pre-Orientation",1418,"Mutual Friends",877,"Dorm",1654,"100-250","50-100","20-50","Neutral",NA
"281",1217,"Canaday Hall","Female","Asian / Pacific Islander","No","No","FUP - First-Year Urban Program","No",1620,"Classes, Mutual Friends, Visitas",1304,"Classes, Dorm, Social Events, Mutual Friends, Social Media",281,"Classes, Dorm, Social Events, Mutual Friends, Academic/Pre-Professional Organization",948,"Pre-Orientation",1575,"50-100","50-100","20-50","Satisfied",NA
"282",1410,"Massachusetts Hall","Male","White","No","No","None","Yes (Varsity)",870,"High school",808,"Dorm",1208,"Social Events, Mutual Friends, Athletics",1490,"Athletics",403,"50-100","100-250","50-100","Neutral",NA
"283",454,"Weld Hall","Female","White, Hispanic or Latino","No","No","None","No",1457,"Knew them from High School",18,"Random annenberg interaction",1294,"Mutual Friends",1234,"Mutual Friends",1654,"50-100","50-100","0-20","Neutral",NA
"284",361,"Holworthy Hall","Female","Hispanic or Latino","No","No","FUP - First-Year Urban Program","No",997,"Annenberg",1000,"Pre-Orientation",691,"Mutual Friends",1301,"Dorm",1575,"100-250","50-100","0-20","Dissatisfied",NA
"285",1386,"Mower Hall","Male","White","No","No","None","Yes (Varsity)",1531,"Social Events, Mutual Friends, Social Media, Athletics",1497,"Social Events, Mutual Friends, Social Media, Athletics",978,"Social Events, Mutual Friends, Social Media, Athletics",1195,"Classes, Social Events, Mutual Friends, Social Media, Athletics",1508,"100-250","50-100","50-100","Very Satisfied",NA
"286",279,"Straus Hall","Male","Asian / Pacific Islander","Yes","No","None","No",1152,"Visitas",1631,"Dorm",836,"Classes",685,"Mutual Friends",369,"250-500","100-250","0-20","Very Satisfied","It's not perfect, but it has many of the same flaws that other college campuses have. In general, there seems to be a stigma against reaching out."
"287",1314,"Canaday Hall","Male","White","Yes","No","FOP - First-Year Outdoor Program","Yes (Club)",1552,"At the gym",777,"Mutual Friends, Religious Organization",83,"Mutual Friends",705,"Dorm",688,"250-500","50-100","20-50","Very Satisfied",NA
"288",984,"Wigglesworth Hall","Male","White","No","No","FOP - First-Year Outdoor Program","No",66,"Dorm",331,"Dorm",797,"Pre-Orientation",1263,"Dorm",1575,"100-250","50-100","20-50","Very Satisfied","Absolutely love it"
"289",1097,"Apley Court","Male","Arabic or Middle Eastern","No","No","FYRE - First-Year Retreat and Experience","No",1282,"Visitas",1027,"Visitas",1286,"Religious Organization",965,"High school",1011,"250-500","100-250","20-50","Very Satisfied",NA
"290",557,"Canaday Hall","Female","White","No","No","FUP - First-Year Urban Program","No",1138,"Pre-Orientation",457,"Pre-Orientation, Mutual Friends",915,"Classes",788,"Pre-Orientation, Public Service Organization",1575,"250-500","100-250","20-50","Very Satisfied",NA
"291",1477,"Canaday Hall","Female","Hispanic or Latino","No","No","FYRE - First-Year Retreat and Experience","No",8,"Dorm",543,"Dorm",1451,"Pre-Orientation, Mutual Friends",783,"Dorm",783,"0-50","0-50","20-50","Neutral",NA
"292",1042,"Grays Hall","Male","White, Hispanic or Latino","No","No","None","Yes (Varsity)",1096,"Athletics",703,"Classes",985,"Mutual Friends",870,"Athletics",610,"250-500","100-250","100-250","Very Satisfied",NA
"293",662,"Grays Hall","Female","Black or African American","No","No","FUP - First-Year Urban Program","Yes (Intermural)",663,"My sister",1115,"Classes",413,"Pre-Orientation",1469,"Mutual Friends",1115,"250-500","100-250","20-50","Neutral",NA
"294",1246,"Thayer Hall","Male","White, Hispanic or Latino","No","Yes","FIP - First-Year International Program","No",1492,"Pre-Orientation",1252,"Social Media",1255,"Mutual Friends",871,"Pre-Orientation",1575,"250-500","0-50","0-20","Very Satisfied","I LOVE HARVARD AND MY FRIENDS!!!!!"
"295",1170,"Matthews Hall","Male","White","No","No","FOP - First-Year Outdoor Program","Yes (Intermural)",180,"Social Events",570,"Dorm",723,"Classes",580,"Creative/Performing Arts Organization",1654,"250-500","100-250","250-500","Satisfied",NA
"296",1441,"Canaday Hall","Male","White","No","No","None","Yes (Varsity)",10,"Athletics",1358,"Athletics",515,"Athletics",441,"Athletics",1550,"50-100","50-100","0-20","Dissatisfied","It is inclusive"
"297",199,"Thayer Hall","Male","White","No","No","None","Yes (Varsity)",1550,"Classes, Social Events, Mutual Friends, Athletics",340,"Dorm",1276,"Social Events, Mutual Friends, Athletics",1551,"Social Events, Mutual Friends, Athletics",1398,"250-500","100-250","20-50","Very Satisfied","It is extremely prominent for athletes. However, from what I've seen, it is a completely different story for non-athletes and it seems much more difficult to meet people and make friends"
"298",677,"Holworthy Hall","Female","White","No","No","None","Yes (Varsity)",1020,"Athletics",123,"Dorm",404,"Athletics",1309,"Mutual Friends",1020,"50-100","50-100","20-50","Very Satisfied",NA
"299",818,"Holworthy Hall","Female","White, Asian / Pacific Islander","No","No","FOP - First-Year Outdoor Program","No",1580,"Dorm",881,"Pre-Orientation",215,"Classes, Visitas, Admitted students reception",885,"Classes, Mutual Friends",1575,"100-250","50-100","50-100","Very Satisfied",NA
"300",1002,"Wigglesworth Hall","Female","Asian / Pacific Islander","No","Yes","FCU - Fall Clean-Up with Dorm Crew","No",1511,"Dorm, Pre-Orientation",167,"Cultural/Racial Organization",1248,"Classes",285,"Mutual Friends",1570,"100-250","50-100","0-20","Very Satisfied",NA
"301",744,"Grays Hall","Male","White","No","No","FCU - Fall Clean-Up with Dorm Crew","No",1588,"Pre-Orientation",137,"Mutual Friends",1484,"Dorm",510,"Classes",695,"500-1000","100-250","50-100","Satisfied",NA
"302",1408,"Weld Hall","Female","Asian / Pacific Islander","No","No","FOP - First-Year Outdoor Program","Yes (Varsity)",737,"Dorm",1596,"Dorm",1463,"Pre-Orientation",1131,"Athletics",1011,"250-500","250-500","500-1000","Satisfied","I feel bad for frosh boys"
"303",178,"Grays Hall","Male","White","Yes","Yes","FIP - First-Year International Program","No",50,"Classes",780,"Dorm",491,"Pre-Orientation",91,"Visitas",1575,"100-250","100-250","0-20","Satisfied",NA
"304",1619,"Greenough Hall","Male","Asian / Pacific Islander","No","No","None","No",953,"Dorm",735,"Classes",5,"Classes",1127,"Classes",99,"100-250","50-100","0-20","Dissatisfied",NA
"305",1517,"Hollis Hall","Female","Asian / Pacific Islander","No","No","FOP - First-Year Outdoor Program","No",875,"childhood friends, went to school together",1624,"Pre-Orientation",1422,"Visitas",1325,"Mutual Friends",1570,"100-250","100-250","50-100","Satisfied",NA
"306",547,"Grays Hall","Female","White","No","No","FOP - First-Year Outdoor Program","No",736,"Mutual Friends",541,"Pre-Orientation",112,"Mutual Friends",137,"Social Events",736,"100-250","50-100","0-20","Satisfied",NA
"307",1025,"Canaday Hall","Male","Asian / Pacific Islander","No","No","FAP - First-Year Arts Program","No",1258,"Creative/Performing Arts Organization",1083,"Pre-Orientation",177,"Pre-Orientation",888,"High school",1575,"250-500","100-250","50-100","Satisfied",NA
"308",1289,"Thayer Hall","Male","Hispanic or Latino","No","No","FOP - First-Year Outdoor Program","No",148,"Annenberg",1153,"Dorm",1504,"Dorm",340,"Dorm",1575,"100-250","50-100","20-50","Dissatisfied",NA
"309",1278,"Canaday Hall","Female","White","No","No","None","No",466,"Classes",551,"Mutual Friends",524,"Mutual Friends",1244,"Social Events, Cultural/Racial Organization",1570,"250-500","100-250","100-250","Very Satisfied",NA
"310",1529,"Grays Hall","Male","Asian / Pacific Islander","No","No","FOP - First-Year Outdoor Program","No",72,"Mutual Friends, Visitas",888,"Classes, Mutual Friends, Visitas",867,"Classes",791,"Pre-Orientation",1418,"100-250","100-250","50-100","Very Satisfied",NA
"311",205,"Canaday Hall","Female","White, Hispanic or Latino","No","Yes","None","No",1267,"Dorm",412,"Mutual Friends",585,"Mutual Friends",608,"Mutual Friends",1300,"250-500","50-100","20-50","Dissatisfied",NA
"312",712,"Matthews Hall","Female","Black or African American","No","No","None","No",423,"Classes",910,"Classes, Dorm",1566,"Creative/Performing Arts Organization",235,"Creative/Performing Arts Organization",NA,"0-50","0-50","0-20","Satisfied",NA
"313",1189,"Weld Hall","Female","Asian / Pacific Islander","No","No","FYRE - First-Year Retreat and Experience","No",1598,"Dorm",1425,"Knew from high school",1087,"Family (cousin)",1432,"Friend from high school",1172,"0-50","0-50","0-20","Dissatisfied","Is kind of clique-y during freshman year"
"314",587,"Weld Hall","Male","Black or African American","No","No","FAP - First-Year Arts Program","No",1197,"Social Events, Mutual Friends, Social Media, Cultural/Racial Organization",1223,"Social Events, Mutual Friends, Social Media, Cultural/Racial Organization",37,"Dorm, Social Events, Mutual Friends, Social Media, Cultural/Racial Organization",1116,"Social Events, Mutual Friends, Social Media, Creative/Performing Arts Organization, Cultural/Racial Organization",1011,"100-250","50-100","20-50","Very Satisfied",NA
"315",835,"Straus Hall","Male","Asian / Pacific Islander","No","No","None","Yes (Club)",509,"Classes, Dorm, Social Events, Mutual Friends, Academic/Pre-Professional Organization",1631,"Classes, Dorm, Social Events, Mutual Friends",836,"Cultural/Racial Organization",1087,"Social Events",1570,"250-500","50-100","20-50","Satisfied",NA
"316",1297,"Weld Hall","Female","Hispanic or Latino, Black or African American","No","No","FCU - Fall Clean-Up with Dorm Crew","No",734,"Classes, Pre-Orientation, Mutual Friends",430,"Classes, Mutual Friends",702,"Classes, Pre-Orientation",1564,"Suitemate",1348,"100-250","50-100","20-50","Dissatisfied",NA
"317",1191,"Pennypacker Hall","Male","White","No","Yes","FOP - First-Year Outdoor Program","Yes (Varsity)",1386,"Athletics",978,"Athletics",1195,"Athletics",1378,"Athletics",42,"100-250","50-100","500-1000","Satisfied",NA
"318",82,"Weld Hall","Male","White, Arabic or Middle Eastern","No","No","None","Yes (Club)",54,"Dorm",493,"Dorm",748,"Dorm",1545,"Dorm",360,"0-50","0-50","0-20","Very Satisfied",NA
"319",59,"Canaday Hall","Male","Hispanic or Latino","No","No","None","No",754,"Classes, Scholarship Conference",120,"Mutual Friends",1181,"Classes, Scholarship Conference",1412,"Dorm",1575,"100-250","50-100","50-100","Satisfied","It’s dope"
"320",1531,"Weld Hall","Male","White","No","No","FOP - First-Year Outdoor Program","Yes (Club)",1508,"Mutual Friends",1383,"Mutual Friends",1386,"Mutual Friends",1629,"Pre-Orientation",1011,"100-250","100-250","50-100","Satisfied",NA
"321",1336,"Stoughton Hall","Male","Asian / Pacific Islander","Yes","No","FOP - First-Year Outdoor Program","Yes (Intermural)",742,"Pre-Orientation",1516,"Beijing",1174,"Social Media",1574,"Mutual Friends",1570,"100-250","50-100","20-50","Neutral",NA
